frequency,monetary,recency,customer_tenure,avg_order_value,std_order_value,max_order_value,min_order_value,cv_order_value,avg_days_between_txns,recent_spend_90d,historical_spend_rest,purchase_rate,months_with_purchase,spend_trend,y_true,y_pred_best,predicted_clv,segment,segment_label,segment_emoji
8.0,1351.93,3.0,334.0,168.99125,88.94292864166965,304.71,65.38,0.5263167687183191,47.285714285714285,549.61,802.32,0.0241691842900302,5.0,-0.3782980219007665,0.0,508.8421825061976,508.8421825061976,HIGH,High Value,💎
2.0,177.9,203.0,260.0,88.95,26.31851439576329,107.56,70.34,0.2958798695420269,57.0,0.0,177.9,0.0350877192982456,2.0,-5.0,0.0,0.8128834471920036,0.8128834471920036,LOW,Low Value,🌱
21.0,4719.51,52.0,344.0,224.73857142857145,126.6386191209346,525.71,19.91,0.5634930324418481,14.6,926.04,3793.47,0.071917808219178,11.0,-1.4101181999696883,883.94,766.3132184143996,766.3132184143996,HIGH,High Value,💎
1.0,59.43,279.0,279.0,59.43,0.0,59.43,59.43,0.0,365.0,0.0,59.43,1.0,1.0,-5.0,0.0,0.3641818386734787,0.3641818386734787,LOW,Low Value,🌱
1.0,212.52,16.0,16.0,212.52,0.0,212.52,212.52,0.0,365.0,212.52,0.0,1.0,1.0,5.0,74.15,19.3115616048448,19.3115616048448,MEDIUM,Medium Value,⭐
4.0,312.48,184.0,330.0,78.12,33.458387090035686,108.09,30.36,0.4282947656174563,48.66666666666666,0.0,312.48,0.0273972602739726,4.0,-5.0,0.0,1.933285681977591,1.933285681977591,LOW,Low Value,🌱
1.0,38.58,306.0,306.0,38.58,0.0,38.58,38.58,0.0,365.0,0.0,38.58,1.0,1.0,-5.0,0.0,0.2386615151487847,0.2386615151487847,LOW,Low Value,🌱
6.0,497.15,1.0,69.0,82.85833333333333,87.98691389443471,249.15,13.73,1.0618957726372489,13.6,497.15,0.0,0.088235294117647,2.0,5.0,0.0,40.12611147810503,40.12611147810503,MEDIUM,Medium Value,⭐
10.0,4356.5,0.0,116.0,435.65,291.0535819321857,1028.04,162.2,0.668090398099818,12.88888888888889,1983.51,2372.99,0.0862068965517241,4.0,-0.1792826780695969,1635.72,478.39243163089895,478.39243163089895,HIGH,High Value,💎
2.0,138.95,47.0,71.0,69.475,23.553726881323897,86.13,52.82,0.3390244963126865,24.0,138.95,0.0,0.0833333333333333,2.0,5.0,0.0,12.800660742692813,12.800660742692813,MEDIUM,Medium Value,⭐
7.0,548.09,107.0,335.0,78.29857142857144,60.47431725632831,207.25,31.51,0.7723553080594393,38.0,0.0,548.09,0.0307017543859649,5.0,-5.0,123.35,16.783032529894108,16.783032529894108,MEDIUM,Medium Value,⭐
1.0,50.22,334.0,334.0,50.22,0.0,50.22,50.22,0.0,365.0,0.0,50.22,1.0,1.0,-5.0,0.0,0.291218222103822,0.291218222103822,LOW,Low Value,🌱
1.0,12.84,3.0,3.0,12.84,0.0,12.84,12.84,0.0,365.0,12.84,0.0,1.0,1.0,5.0,0.0,2.563135185484158,2.563135185484158,LOW,Low Value,🌱
2.0,179.98,121.0,236.0,89.99,42.46883327806405,120.02,59.96,0.4719283617964668,115.0,0.0,179.98,0.017391304347826,2.0,-5.0,42.09,2.6437124081470493,2.6437124081470493,LOW,Low Value,🌱
5.0,223.51,43.0,254.0,44.702,8.25420922923571,54.63,31.96,0.1846496628615209,52.75,91.17,132.34,0.0236966824644549,4.0,-0.3726450607927538,111.68,7.980475811481454,7.980475811481454,MEDIUM,Medium Value,⭐
1.0,9.77,339.0,339.0,9.77,0.0,9.77,9.77,0.0,365.0,0.0,9.77,1.0,1.0,-5.0,0.0,0.1393073737994655,0.1393073737994655,LOW,Low Value,🌱
1.0,43.08,59.0,59.0,43.08,0.0,43.08,43.08,0.0,365.0,43.08,0.0,1.0,1.0,5.0,0.0,2.821430116430188,2.821430116430188,LOW,Low Value,🌱
2.0,67.41,298.0,353.0,33.705,0.1060660171779836,33.78,33.63,0.0031468926621564,55.0,0.0,67.41,0.0363636363636363,2.0,-5.0,0.0,0.4841977589388921,0.4841977589388921,LOW,Low Value,🌱
1.0,79.98,26.0,26.0,79.98,0.0,79.98,79.98,0.0,365.0,79.98,0.0,1.0,1.0,5.0,118.79,4.153972584954792,4.153972584954792,MEDIUM,Medium Value,⭐
5.0,3214.8,285.0,358.0,642.96,321.6631352828608,1113.02,238.96,0.5002848315336269,18.25,0.0,3214.8,0.0684931506849315,3.0,-5.0,0.0,9.649028428552391,9.649028428552391,MEDIUM,Medium Value,⭐
10.0,2007.44,99.0,328.0,200.744,65.85999868407733,302.5,107.88,0.3280795375407351,25.444444444444443,0.0,2007.44,0.0436681222707423,7.0,-5.0,1696.6999999999998,49.75338775633871,49.75338775633871,MEDIUM,Medium Value,⭐
3.0,263.03000000000003,103.0,256.0,87.67666666666668,105.3891874593088,209.36,25.51,1.202020919202853,76.5,0.0,263.03000000000003,0.0196078431372549,3.0,-5.0,0.0,4.473847705610314,4.473847705610314,MEDIUM,Medium Value,⭐
9.0,758.79,2.0,267.0,84.31,78.2810692313282,269.87,21.59,0.9284909172260492,33.125,450.17,308.62,0.0339622641509433,6.0,0.3775135237141372,142.58,117.6953837905091,117.6953837905091,MEDIUM,Medium Value,⭐
1.0,15.82,187.0,187.0,15.82,0.0,15.82,15.82,0.0,365.0,0.0,15.82,1.0,1.0,-5.0,47.54,0.234251707082647,0.234251707082647,LOW,Low Value,🌱
1.0,37.93,37.0,37.0,37.93,0.0,37.93,37.93,0.0,365.0,37.93,0.0,1.0,1.0,5.0,72.67,2.821430116430188,2.821430116430188,LOW,Low Value,🌱
14.0,1672.78,5.0,188.0,119.48428571428572,47.355981137027975,229.59,57.19,0.3963364793447982,14.076923076923077,530.51,1142.27,0.0765027322404371,7.0,-0.7669329720467094,895.83,868.1972864146139,868.1972864146139,HIGH,High Value,💎
13.0,6165.75,40.0,297.0,474.2884615384616,260.53429201182433,1229.51,251.48,0.549316108527546,21.416666666666668,1005.57,5160.18,0.0505836575875486,7.0,-1.635416117023962,1627.46,1235.620376072803,1235.620376072803,HIGH,High Value,💎
16.0,3750.5,8.0,364.0,234.40625,181.7704702044128,763.63,15.08,0.7754506127904559,23.73333333333333,1854.74,1895.76,0.0449438202247191,8.0,-0.0218752773651881,1425.05,1031.4024164367956,1031.4024164367956,HIGH,High Value,💎
2.0,223.79,49.0,50.0,111.895,48.458027714714106,146.16,77.63,0.4330669620154083,1.0,223.79,0.0,2.0,1.0,5.0,239.05,6.476105801424692,6.476105801424692,MEDIUM,Medium Value,⭐
4.0,1063.58,13.0,279.0,265.895,183.15290306189524,523.52,90.93,0.6888166496620668,88.66666666666667,235.41,828.17,0.0150375939849624,4.0,-1.2578867320953369,213.69,98.6256258391752,98.6256258391752,MEDIUM,Medium Value,⭐
5.0,450.95,31.0,344.0,90.19,32.75696338185211,126.89,60.06,0.3631995052871949,78.25,77.89,373.06,0.0159744408945686,5.0,-1.566431531678779,110.22,34.47655944231614,34.47655944231614,MEDIUM,Medium Value,⭐
10.0,769.3100000000001,19.0,126.0,76.93100000000001,43.260718761687,129.91,9.85,0.5623314237652831,11.88888888888889,301.96,467.35,0.0934579439252336,5.0,-0.4367827113874251,428.86,89.64581098886994,89.64581098886994,MEDIUM,Medium Value,⭐
6.0,1105.92,280.0,355.0,184.32,137.1496289459071,381.89,52.95,0.7440843584304855,15.0,0.0,1105.92,0.08,2.0,-5.0,0.0,2.008296648718865,2.008296648718865,LOW,Low Value,🌱
15.0,4399.63,8.0,250.0,293.3086666666667,233.47678134381297,966.13,44.58,0.7960105100104314,17.285714285714285,1949.45,2450.18,0.0619834710743801,7.0,-0.22861410490412,2039.5,1053.8835485653933,1053.8835485653933,HIGH,High Value,💎
2.0,53.19,305.0,333.0,26.595,19.919198026025047,40.68,12.51,0.7489828172974261,28.0,0.0,53.19,0.0714285714285714,2.0,-5.0,0.0,0.1881237094317466,0.1881237094317466,LOW,Low Value,🌱
6.0,444.76,42.0,211.0,74.12666666666667,42.790922713429154,140.25,27.99,0.5772675966376808,33.8,70.28,374.48,0.0355029585798816,3.0,-1.6730395753410714,22.75,15.44725470001967,15.44725470001967,MEDIUM,Medium Value,⭐
11.0,632.72,50.0,357.0,57.52,37.987955722834045,140.48,22.83,0.6604303846111621,30.7,175.39999999999998,457.32,0.0358306188925081,8.0,-0.958310770147944,227.12,114.34323234029236,114.34323234029236,MEDIUM,Medium Value,⭐
7.0,1851.49,2.0,104.0,264.49857142857144,190.11971749650897,499.5,60.55,0.7187929842859333,17.0,1475.06,376.43,0.0686274509803921,3.0,1.3657198603387497,1379.94,302.07271804311847,302.07271804311847,HIGH,High Value,💎
26.0,5538.83,7.0,314.0,213.03192307692308,124.71412279350662,645.86,69.34,0.5854245738957816,12.28,1871.37,3667.46,0.0846905537459283,9.0,-0.6728282797118166,971.36,969.9294977818168,969.9294977818168,HIGH,High Value,💎
18.0,2457.17,4.0,339.0,136.50944444444443,80.84960369303155,319.37,39.21,0.5922638101859325,19.705882352941178,649.91,1807.26,0.053731343283582,8.0,-1.0227322880196004,50.28,1197.1856762601608,1197.1856762601608,HIGH,High Value,💎
1.0,372.18,74.0,74.0,372.18,0.0,372.18,372.18,0.0,365.0,372.18,0.0,1.0,1.0,5.0,0.0,19.89680276923037,19.89680276923037,MEDIUM,Medium Value,⭐
1.0,34.97,158.0,158.0,34.97,0.0,34.97,34.97,0.0,365.0,0.0,34.97,1.0,1.0,-5.0,0.0,1.6298366151727204,1.6298366151727204,LOW,Low Value,🌱
1.0,93.38,3.0,3.0,93.38,0.0,93.38,93.38,0.0,365.0,93.38,0.0,1.0,1.0,5.0,0.0,5.875109306034713,5.875109306034713,MEDIUM,Medium Value,⭐
4.0,141.01,12.0,305.0,35.2525,23.664576022682795,65.03,11.01,0.6712878809356158,97.66666666666669,107.27,33.74,0.0136518771331058,4.0,1.1566446277467968,91.6,10.145810199166018,10.145810199166018,MEDIUM,Medium Value,⭐
1.0,59.59,48.0,48.0,59.59,0.0,59.59,59.59,0.0,365.0,59.59,0.0,1.0,1.0,5.0,0.0,3.1020804731353464,3.1020804731353464,LOW,Low Value,🌱
8.0,508.53,31.0,315.0,63.56625,20.757227269762485,89.61,25.93,0.3265447823296558,40.57142857142857,139.98,368.55,0.028169014084507,5.0,-0.9680724018540904,153.19,119.26578459272362,119.26578459272362,MEDIUM,Medium Value,⭐
3.0,83.11,56.0,206.0,27.703333333333333,12.883389823075806,41.55,16.07,0.4650483632442235,75.0,41.55,41.56,0.02,3.0,-0.0002406391387107,0.0,8.224019093323651,8.224019093323651,MEDIUM,Medium Value,⭐
21.0,4544.43,7.0,343.0,216.4014285714286,157.5213959526043,609.46,23.62,0.7279129208733967,16.8,927.28,3617.15,0.0625,10.0,-1.361185330382277,807.25,1034.7819459771572,1034.7819459771572,HIGH,High Value,💎
7.0,868.3199999999999,104.0,195.0,124.04571428571428,135.9009667438196,425.34,29.81,1.0955716408774845,15.166666666666666,0.0,868.3199999999999,0.0769230769230769,4.0,-5.0,0.0,7.952371450779784,7.952371450779784,MEDIUM,Medium Value,⭐
1.0,18.99,164.0,164.0,18.99,0.0,18.99,18.99,0.0,365.0,0.0,18.99,1.0,1.0,-5.0,0.0,1.526883174437158,1.526883174437158,LOW,Low Value,🌱
9.0,2715.99,25.0,354.0,301.7766666666667,208.19583281132213,669.75,62.21,0.6899003660918851,41.125,479.3,2236.69,0.0273556231003039,7.0,-1.5404240279837147,673.34,319.4922047219665,319.4922047219665,HIGH,High Value,💎
34.0,7924.94,7.0,334.0,233.0864705882353,217.8638445518745,1202.28,41.31,0.9346910783884465,9.909090909090908,2683.12,5241.82,0.1039755351681957,12.0,-0.6696882878495478,1443.81,1067.965202391017,1067.965202391017,HIGH,High Value,💎
4.0,238.78000000000003,333.0,360.0,59.69500000000001,59.43895271621128,146.87,14.27,0.9957107415396812,9.0,0.0,238.78000000000003,0.1481481481481481,2.0,-5.0,0.0,0.057345388955361,0.057345388955361,LOW,Low Value,🌱
1.0,98.52,43.0,43.0,98.52,0.0,98.52,98.52,0.0,365.0,98.52,0.0,1.0,1.0,5.0,723.02,3.340024406363264,3.340024406363264,LOW,Low Value,🌱
9.0,668.51,8.0,332.0,74.27888888888889,58.03451331846517,208.69,26.75,0.7813056197606417,40.5,316.67,351.84000000000003,0.0277777777777777,6.0,-0.1053159889600375,496.24,114.68910572014556,114.68910572014556,MEDIUM,Medium Value,⭐
1.0,56.13,212.0,212.0,56.13,0.0,56.13,56.13,0.0,365.0,0.0,56.13,1.0,1.0,-5.0,0.0,0.3641818386734787,0.3641818386734787,LOW,Low Value,🌱
5.0,701.33,27.0,98.0,140.26600000000002,61.61056508424509,218.82,71.48,0.4392409071638535,17.75,482.51,218.82,0.0704225352112676,4.0,0.7907496744422491,535.22,61.90188364110965,61.90188364110965,MEDIUM,Medium Value,⭐
23.0,8578.58,23.0,362.0,372.9817391304348,287.28851172569574,1080.16,54.84,0.7702481960523772,15.409090909090908,376.55,8202.03,0.0678466076696165,12.0,-3.081083589277172,654.0,348.6172696980857,348.6172696980857,HIGH,High Value,💎
4.0,368.78,234.0,361.0,92.195,103.3353751948802,238.45,5.64,1.120834917239332,42.333333333333336,0.0,368.78,0.0314960629921259,4.0,-5.0,0.0,1.3533678499378876,1.3533678499378876,LOW,Low Value,🌱
2.0,262.03,328.0,341.0,131.015,96.9938371753587,199.6,62.43,0.7403262006286205,13.0,0.0,262.03,0.1538461538461538,2.0,-5.0,0.0,0.5346548829856833,0.5346548829856833,LOW,Low Value,🌱
3.0,152.75,61.0,346.0,50.91666666666666,15.472525111737044,65.26,34.52,0.303879380263248,142.5,52.97,99.78,0.0105263157894736,3.0,-0.6332331904424069,27.38,6.455257372350965,6.455257372350965,MEDIUM,Medium Value,⭐
16.0,7871.049999999999,39.0,345.0,491.940625,314.29999544954387,1251.58,213.71,0.6388982317724703,20.4,2355.47,5515.58,0.0522875816993464,9.0,-0.8508362887336479,325.58,948.8929750068262,948.8929750068262,HIGH,High Value,💎
17.0,1942.61,29.0,313.0,114.27117647058824,73.38885098248515,282.34,35.87,0.6422341420574627,17.75,608.76,1333.85,0.0598591549295774,9.0,-0.7843997820356515,556.12,906.9211325592004,906.9211325592004,HIGH,High Value,💎
2.0,140.34,144.0,218.0,70.17,43.85476256918969,101.18,39.16,0.6249788024681443,74.0,0.0,140.34,0.027027027027027,2.0,-5.0,0.0,1.8598048559150928,1.8598048559150928,LOW,Low Value,🌱
9.0,2225.73,104.0,257.0,247.3033333333333,163.35676822525596,473.64,89.43,0.6605522296178349,19.125,0.0,2225.73,0.0588235294117647,6.0,-5.0,1137.0,41.44618284116621,41.44618284116621,MEDIUM,Medium Value,⭐
1.0,1.46,246.0,246.0,1.46,0.0,1.46,1.46,0.0,365.0,0.0,1.46,1.0,1.0,-5.0,0.0,0.1689132277987361,0.1689132277987361,LOW,Low Value,🌱
3.0,75.6,1.0,295.0,25.2,12.881114082252358,39.54,14.61,0.5111553207242999,147.0,21.45,54.15,0.010204081632653,3.0,-0.9260051761632004,0.0,15.594457168086636,15.594457168086636,MEDIUM,Medium Value,⭐
3.0,245.17,108.0,208.0,81.72333333333333,45.34144057408557,130.46,40.79,0.5548163385498092,50.0,0.0,245.17,0.03,3.0,-5.0,142.98000000000002,5.036270721794934,5.036270721794934,MEDIUM,Medium Value,⭐
1.0,48.86,25.0,25.0,48.86,0.0,48.86,48.86,0.0,365.0,48.86,0.0,1.0,1.0,5.0,0.0,4.005078023500904,4.005078023500904,LOW,Low Value,🌱
3.0,89.81,31.0,263.0,29.936666666666667,19.03144065312275,50.39,12.75,0.635723437917473,116.0,50.39,39.42,0.0129310344827586,2.0,0.2455139184665725,18.56,5.537839618741672,5.537839618741672,MEDIUM,Medium Value,⭐
12.0,1406.88,26.0,313.0,117.24,104.31630762428104,339.33,17.45,0.8897672093507423,26.09090909090909,310.64,1096.24,0.0418118466898954,10.0,-1.2610044292678615,506.84,192.0219379964321,192.0219379964321,MEDIUM,Medium Value,⭐
10.0,739.25,14.0,248.0,73.925,39.60644595405034,127.04,26.79,0.5357652479411612,26.0,418.08,321.17,0.0427350427350427,6.0,0.2637015020855228,245.32,98.2077952267018,98.2077952267018,MEDIUM,Medium Value,⭐
4.0,171.10000000000002,277.0,363.0,42.775000000000006,21.50348266366792,71.68,19.73,0.5027114591155561,28.666666666666668,0.0,171.10000000000002,0.0465116279069767,3.0,-5.0,0.0,1.1225024922409563,1.1225024922409563,LOW,Low Value,🌱
8.0,2966.0,39.0,286.0,370.75,213.7267960337616,733.66,97.1,0.5764714660384669,35.285714285714285,1084.94,1881.06,0.0323886639676113,5.0,-0.5503103717181039,0.0,604.8796344622053,604.8796344622053,HIGH,High Value,💎
20.0,10269.9,0.0,321.0,513.495,356.4608624342487,1397.33,102.4,0.6941856540652757,16.894736842105264,4247.4,6022.5,0.0623052959501557,10.0,-0.3491953550866931,1711.05,1375.2855751790346,1375.2855751790346,HIGH,High Value,💎
3.0,654.34,205.0,297.0,218.1133333333333,165.36239727741412,333.27,28.63,0.7581489620567936,46.0,0.0,654.34,0.0326086956521739,3.0,-5.0,0.0,4.262057260202599,4.262057260202599,MEDIUM,Medium Value,⭐
3.0,697.7600000000001,82.0,138.0,232.5866666666667,294.69953348000627,572.08,42.69,1.2670525688489147,28.0,82.99,614.77,0.0535714285714285,2.0,-2.0025176725582936,0.0,11.073995529780625,11.073995529780625,MEDIUM,Medium Value,⭐
1.0,31.92,312.0,312.0,31.92,0.0,31.92,31.92,0.0,365.0,0.0,31.92,1.0,1.0,-5.0,0.0,0.2181636422788424,0.2181636422788424,LOW,Low Value,🌱
7.0,604.09,209.0,314.0,86.29857142857144,35.04990510142713,123.06,19.07,0.4061469908622719,17.5,0.0,604.09,0.0666666666666666,4.0,-5.0,0.0,3.3875707209173385,3.3875707209173385,LOW,Low Value,🌱
13.0,7391.519999999999,5.0,187.0,568.5784615384615,276.46373595362536,1149.08,178.72,0.4862367371524571,15.166666666666666,3025.98,4365.54,0.0714285714285714,6.0,-0.3665067856164741,4180.59,1321.2634783279816,1321.2634783279816,HIGH,High Value,💎
2.0,23.01,32.0,37.0,11.505,5.946768029778865,15.71,7.3,0.5168855306196318,5.0,23.01,0.0,0.4,1.0,5.0,0.0,3.4940292105929007,3.4940292105929007,LOW,Low Value,🌱
1.0,41.5,94.0,94.0,41.5,0.0,41.5,41.5,0.0,365.0,0.0,41.5,1.0,1.0,-5.0,0.0,1.6298366151727204,1.6298366151727204,LOW,Low Value,🌱
2.0,57.44,24.0,141.0,28.72,8.386286424872454,34.65,22.79,0.2920016164649183,117.0,34.65,22.79,0.017094017094017,2.0,0.4189608640591353,141.32,5.724299156591429,5.724299156591429,MEDIUM,Medium Value,⭐
1.0,27.37,291.0,291.0,27.37,0.0,27.37,27.37,0.0,365.0,0.0,27.37,1.0,1.0,-5.0,0.0,0.2210976777734579,0.2210976777734579,LOW,Low Value,🌱
1.0,65.72,296.0,296.0,65.72,0.0,65.72,65.72,0.0,365.0,0.0,65.72,1.0,1.0,-5.0,0.0,0.3296302848166705,0.3296302848166705,LOW,Low Value,🌱
2.0,18.31,163.0,301.0,9.155,3.330472939388639,11.51,6.8,0.3637873227076613,138.0,0.0,18.31,0.0144927536231884,2.0,-5.0,0.0,2.2345168545553955,2.2345168545553955,LOW,Low Value,🌱
1.0,10.91,221.0,221.0,10.91,0.0,10.91,10.91,0.0,365.0,0.0,10.91,1.0,1.0,-5.0,0.0,0.1689132277987361,0.1689132277987361,LOW,Low Value,🌱
3.0,457.93,7.0,119.0,152.64333333333337,41.802054176001135,177.83,104.39,0.2738544374205738,56.0,282.22,175.71,0.0267857142857142,2.0,0.4738498520089978,890.62,66.2821337457691,66.2821337457691,MEDIUM,Medium Value,⭐
3.0,695.52,8.0,27.0,231.84,164.6112022311969,395.62,66.41,0.7100207135576125,9.5,695.52,0.0,0.1578947368421052,1.0,5.0,1113.55,142.47772200697605,142.47772200697605,MEDIUM,Medium Value,⭐
4.0,144.14999999999998,79.0,167.0,36.0375,13.876398127756351,53.76,19.84,0.3850544052100271,29.33333333333333,53.76,90.39,0.0454545454545454,3.0,-0.5195964076874577,550.03,6.029889959519984,6.029889959519984,MEDIUM,Medium Value,⭐
2.0,160.9,281.0,328.0,80.45,24.79116374840036,97.98,62.92,0.3081561684077111,47.0,0.0,160.9,0.0425531914893617,2.0,-5.0,0.0,0.7669673249522594,0.7669673249522594,LOW,Low Value,🌱
6.0,1493.01,1.0,77.0,248.835,243.60478523625108,713.63,12.14,0.9789811933058092,15.2,1493.01,0.0,0.0789473684210526,3.0,5.0,666.0,235.2251979190065,235.2251979190065,HIGH,High Value,💎
2.0,245.69,25.0,194.0,122.845,13.866363979068192,132.65,113.04,0.1128769097567519,169.0,113.04,132.65,0.0118343195266272,2.0,-0.1599710344276537,751.66,19.646856190575583,19.646856190575583,MEDIUM,Medium Value,⭐
23.0,15934.172369968932,15.0,331.0,1146.425652173913,835.0150120960053,3426.854999469784,271.67,0.7283638590192095,14.363636363636363,4002.08,22365.71,0.0727848101265822,9.0,-1.720714551287185,5422.700369809706,1360.8250239995066,1360.8250239995066,HIGH,High Value,💎
4.0,167.26,95.0,102.0,41.815,30.05360821376805,80.22,12.2,0.7187279257148883,2.333333333333333,0.0,167.26,0.5714285714285714,1.0,-5.0,0.0,1.5159768283822084,1.5159768283822084,LOW,Low Value,🌱
2.0,23.8,78.0,155.0,11.9,11.525840533340723,20.05,3.75,0.9685580280118256,77.0,3.75,20.05,0.0259740259740259,2.0,-1.6762565567208167,0.0,1.493068938337654,1.493068938337654,LOW,Low Value,🌱
7.0,610.1,24.0,172.0,87.15714285714286,33.91072628450852,136.62,42.91,0.3890756990518925,24.666666666666668,265.31,344.79,0.0472972972972973,4.0,-0.2620357135812688,54.58,51.13423820265029,51.13423820265029,MEDIUM,Medium Value,⭐
8.0,88.91,113.0,359.0,11.11375,5.597723867787692,22.06,2.13,0.5036755251636659,35.142857142857146,0.0,88.91,0.032520325203252,6.0,-5.0,17.3,8.573603198533885,8.573603198533885,MEDIUM,Medium Value,⭐
9.0,381.35,38.0,254.0,42.37222222222222,24.747401266485426,89.83,19.04,0.5840477550763572,27.0,165.95,215.4,0.0416666666666666,6.0,-0.2608088431777987,55.04,39.41248581402159,39.41248581402159,MEDIUM,Medium Value,⭐
3.0,1287.06,29.0,91.0,429.02,190.81768078456463,556.91,209.69,0.4447757232403259,31.0,730.1500000000001,556.91,0.0483870967741935,2.0,0.2708459194669081,1244.58,184.4345634304459,184.4345634304459,MEDIUM,Medium Value,⭐
6.0,405.01,148.0,331.0,67.50166666666667,36.75140128847698,121.28,17.73,0.5444517610203745,36.6,0.0,405.01,0.0327868852459016,4.0,-5.0,152.03,6.11536721378956,6.11536721378956,MEDIUM,Medium Value,⭐
1.0,71.35,130.0,130.0,71.35,0.0,71.35,71.35,0.0,365.0,0.0,71.35,1.0,1.0,-5.0,0.0,1.8229749329326623,1.8229749329326623,LOW,Low Value,🌱
4.0,189.57,28.0,350.0,47.3925,22.229050624501863,78.87,27.91,0.4690415281848787,107.33333333333331,64.83,124.74,0.0124223602484472,4.0,-0.6544557037150044,88.83000000000001,8.277390897944587,8.277390897944587,MEDIUM,Medium Value,⭐
7.0,2508.88,158.0,338.0,358.4114285714286,519.917574538778,1528.68,72.06,1.4506166184797384,30.0,0.0,2508.88,0.0388888888888888,5.0,-5.0,896.0,38.01904914693648,38.01904914693648,MEDIUM,Medium Value,⭐
10.0,748.11,13.0,346.0,74.811,37.6286177884156,147.03,15.57,0.5029824195427891,37.0,387.94,360.17,0.03003003003003,7.0,0.0742743475316604,437.22,104.62658518685372,104.62658518685372,MEDIUM,Medium Value,⭐
1.0,73.69,79.0,79.0,73.69,0.0,73.69,73.69,0.0,365.0,73.69,0.0,1.0,1.0,5.0,0.0,2.5325606567368,2.5325606567368,LOW,Low Value,🌱
7.0,422.95,6.0,241.0,60.42142857142857,44.08182521499892,141.89,20.99,0.7295727071875929,39.16666666666666,181.85,241.1,0.0297872340425531,6.0,-0.2820282623795512,0.0,102.4265149814116,102.4265149814116,MEDIUM,Medium Value,⭐
2.0,90.33,238.0,341.0,45.165,27.570093398463484,64.66,25.67,0.6104304970322924,103.0,0.0,90.33,0.0194174757281553,2.0,-5.0,0.0,0.2344510597556589,0.2344510597556589,LOW,Low Value,🌱
2.0,88.31,34.0,35.0,44.155,7.417550134646882,49.4,38.91,0.1679889057784369,1.0,88.31,0.0,2.0,1.0,5.0,0.0,1.5271857576153451,1.5271857576153451,LOW,Low Value,🌱
2.0,440.42,148.0,158.0,220.21,132.76636923558615,314.09,126.33,0.6029079934407436,10.0,0.0,440.42,0.2,2.0,-5.0,139.06,4.807664644038396,4.807664644038396,MEDIUM,Medium Value,⭐
11.0,520.1,36.0,362.0,47.28181818181818,36.31611896064386,136.75,9.04,0.7680778861124448,32.6,153.04,367.06,0.0337423312883435,7.0,-0.8748221874267934,274.52,97.31178235464984,97.31178235464984,MEDIUM,Medium Value,⭐
1.0,21.21,230.0,230.0,21.21,0.0,21.21,21.21,0.0,365.0,0.0,21.21,1.0,1.0,-5.0,0.0,0.2210976777734579,0.2210976777734579,LOW,Low Value,🌱
1.0,57.58,155.0,155.0,57.58,0.0,57.58,57.58,0.0,365.0,0.0,57.58,1.0,1.0,-5.0,0.0,1.8229749329326623,1.8229749329326623,LOW,Low Value,🌱
2.0,53.99,26.0,35.0,26.995,24.388112883124027,44.24,9.75,0.9034307421049832,9.0,53.99,0.0,0.2222222222222222,2.0,5.0,0.0,2.979164385689657,2.979164385689657,LOW,Low Value,🌱
17.0,7566.37,5.0,352.0,445.0805882352941,460.17419971232886,1827.66,96.74,1.0339120866557665,21.6875,1587.57,5978.8,0.0489913544668587,9.0,-1.3260148709931003,1664.77,1321.3520894298624,1321.3520894298624,HIGH,High Value,💎
4.0,1274.18,138.0,358.0,318.545,131.57047908503893,441.54,197.09,0.4130357691536169,73.33333333333333,0.0,1274.18,0.0181818181818181,4.0,-5.0,675.31,14.86306936751748,14.86306936751748,MEDIUM,Medium Value,⭐
15.0,3393.44,4.0,123.0,226.22933333333333,165.20779065280476,719.62,66.64,0.7302668854590243,8.5,2521.84,871.5999999999999,0.1260504201680672,5.0,1.0624127189501236,1767.33,785.0878930940904,785.0878930940904,HIGH,High Value,💎
3.0,440.84,29.0,103.0,146.9466666666667,126.46843571948432,286.23,39.3,0.8606417456638529,37.0,325.53000000000003,115.31,0.0405405405405405,3.0,1.037824869188844,181.41,49.25318033427899,49.25318033427899,MEDIUM,Medium Value,⭐
1.0,46.76,298.0,298.0,46.76,0.0,46.76,46.76,0.0,365.0,0.0,46.76,1.0,1.0,-5.0,0.0,0.2386615151487847,0.2386615151487847,LOW,Low Value,🌱
3.0,225.76,46.0,134.0,75.25333333333333,42.12144861389899,118.21,34.02,0.5597286757693878,44.0,152.23,73.53,0.034090909090909,3.0,0.7276920180501556,0.0,26.664062683295,26.664062683295,MEDIUM,Medium Value,⭐
4.0,332.12,174.0,234.0,83.03,50.07080386812259,147.22,24.92,0.6030447292318751,20.0,0.0,332.12,0.0666666666666666,3.0,-5.0,82.1,2.064307896233031,2.064307896233031,LOW,Low Value,🌱
2.0,74.99,62.0,100.0,37.495,3.910300499961609,40.26,34.73,0.104288585143662,38.0,34.73,40.26,0.0526315789473684,2.0,-0.1477505985609014,0.0,4.000506717166386,4.000506717166386,LOW,Low Value,🌱
1.0,74.11,291.0,291.0,74.11,0.0,74.11,74.11,0.0,365.0,0.0,74.11,1.0,1.0,-5.0,29.82,0.3641818386734787,0.3641818386734787,LOW,Low Value,🌱
